Assembly Accession	ANI Best ANI match ANI	ANI Best ANI match Assembly	ANI Best ANI match Assembly Coverage	ANI Best ANI match Type Category	ANI Best ANI match Organism	ANI Best ANI match Type Assembly Coverage	ANI Best match status	ANI Category	ANI Check status	ANI Comment	ANI Declared ANI match ANI	ANI Declared ANI match Assembly	ANI Declared ANI match Assembly Coverage	ANI Declared ANI match Type Category	ANI Declared ANI match Organism	ANI Declared ANI match Type Assembly Coverage	ANI Submitted organism	ANI Submitted species	Annotation BUSCO Complete	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Lineage	Annotation BUSCO Missing	Annotation BUSCO Single Copy	Annotation BUSCO Total Count	Annotation BUSCO Version	Annotation Count Gene Non-coding	Annotation Count Gene Other	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Annotation Count Gene Total	Annotation Method	Annotation Name	Annotation Pipeline	Annotation Provider	Annotation Release Date	Annotation Report URL	Annotation Software Version	Annotation Status	Assembly Assembly Method	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly BioProject Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title	Assembly BioSample Accession	Assembly BioSample Age	Assembly BioSample Attribute Name	Assembly BioSample Attribute Value	Assembly BioSample Biomaterial provider	Assembly BioSample BioProject Accession	Assembly BioSample BioProject Parent Accession	Assembly BioSample BioProject Parent Accessions	Assembly BioSample BioProject Title	Assembly BioSample Breed	Assembly BioSample Collected by	Assembly BioSample Collection date	Assembly BioSample Cultivar	Assembly BioSample Description Comment	Assembly BioSample Description Organism Common Name	Assembly BioSample Description Organism Infraspecific Names Breed	Assembly BioSample Description Organism Infraspecific Names Cultivar	Assembly BioSample Description Organism Infraspecific Names Ecotype	Assembly BioSample Description Organism Infraspecific Names Isolate	Assembly BioSample Description Organism Infraspecific Names Sex	Assembly BioSample Description Organism Infraspecific Names Strain	Assembly BioSample Description Organism Name	Assembly BioSample Description Organism Pangolin Classification	Assembly BioSample Description Organism Taxonomic ID	Assembly BioSample Description Title	Assembly BioSample Development stage	Assembly BioSample Ecotype	Assembly BioSample Geographic location	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Identified by	Assembly BioSample Sample Identifiers Database	Assembly BioSample Sample Identifiers Label	Assembly BioSample Sample Identifiers Value	Assembly BioSample IFSAC category	Assembly BioSample Isolate	Assembly BioSample Isolate name alias	Assembly BioSample Isolation source	Assembly BioSample Last updated	Assembly BioSample Latitude and Longitude	Assembly BioSample Models	Assembly BioSample Owner Contact Lab	Assembly BioSample Owner Name	Assembly BioSample Package	Assembly BioSample Project name	Assembly BioSample Publication date	Assembly BioSample Sample name	Assembly BioSample Serotype	Assembly BioSample Serovar	Assembly BioSample Sex	Assembly BioSample Source type	Assembly BioSample Status Status	Assembly BioSample Status When	Assembly BioSample Strain	Assembly BioSample Sub-species	Assembly BioSample Submission date	Assembly BioSample Tissue	Assembly Blast URL	Assembly Description	Assembly Diploid Role	Assembly Grouping Method	Assembly Level	Assembly Linked Assembly Accession	Assembly Linked Assembly Type	Assembly LongName	Assembly Name	Assembly Notes 	Assembly Paired Assembly Accession	Assembly Paired Assembly Changed	Assembly Paired Assembly Differences	Assembly Paired Assembly Manual Diff	Assembly Paired Assembly Name	Assembly Paired Assembly Only Genbank	Assembly Paired Assembly Only RefSeq	Assembly Paired Assembly RefSeq GenBank Are Different	Assembly Paired Assembly Status	Assembly Refseq Category	Assembly Release Date	Assembly Sequencing Tech	Assembly Status	Assembly Submitter	Assembly Suppression Reason	Assembly Synonym	Assembly Type	Assembly Stats ATGC Count	Assembly Stats Contig L50	Assembly Stats Contig N50	Assembly Stats Gaps Between Scaffolds Count	Assembly Stats GC Count	Assembly Stats GC Percent	Assembly Stats Genome Coverage	Assembly Stats Number of Component Sequences	Assembly Stats Number of Contigs	Assembly Stats Number of Organelles	Assembly Stats Number of Scaffolds	Assembly Stats Scaffold L50	Assembly Stats Scaffold N50	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Total Ungapped Length	CheckM completeness	CheckM completeness percentile	CheckM contamination	CheckM marker set	CheckM marker set rank	CheckM species tax id	CheckM version	Current Accession	Organelle Assembly Name	Organelle BioProject Accessions	Organelle Description	Organelle Infraspecific Name	Organelle Submitter	Organelle Total Seq Length	Organism Common Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Organism Infraspecific Names Strain	Organism Name	Organism Pangolin Classification	Organism Taxonomic ID	Source Database	Type Material Display Text	Type Material Label	WGS contigs URL	WGS project accession	WGS URL
GCF_039519055.1	99.74	GCA_000788015.1	89.52	type	Klebsiella pneumoniae	91.22	derived_species_match	category_na	OK	na	99.74	GCA_000788015.1	89.52	type	Klebsiella pneumoniae subsp. pneumoniae	91.22	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5564	178	5864	Best-placed reference protein set; GeneMarkS-2+	GCF_039519055.1-RS_2025_05_23	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-23		6.10		HGAP v. 4			PRJNA1105645	PRJNA1105645			Klebsiella pneumoniae strain:Kp337 Genome sequencing	SAMN41106960		collection_date	2021		PRJNA1105645						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	Kp337				urine	2024-04-28T20:01:04.857		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-04-28T00:00:00.000						live	2024-04-28T19:56:04.429	Kp337		2024-04-28T19:56:04.430						Complete Genome				ASM3951905v1		GCA_039519055.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-06	PacBio Sequel	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5834445	1	5425570		3325730	57	734	4	4		4	1	5425570	4	5834445	5834445	99.02	81.9346	0.43	Klebsiella pneumoniae	species	573	v1.2.3	GCF_039519055.1													Kp337	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_039519055.1	99.74	GCA_000788015.1	89.52	type	Klebsiella pneumoniae	91.22	derived_species_match	category_na	OK	na	99.74	GCA_000788015.1	89.52	type	Klebsiella pneumoniae subsp. pneumoniae	91.22	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5564	178	5864	Best-placed reference protein set; GeneMarkS-2+	GCF_039519055.1-RS_2025_05_23	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-23		6.10		HGAP v. 4			PRJNA1105645	PRJNA1105645			Klebsiella pneumoniae strain:Kp337 Genome sequencing	SAMN41106960		geo_loc_name	China:Nanchang		PRJNA1105645						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	Kp337				urine	2024-04-28T20:01:04.857		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-04-28T00:00:00.000						live	2024-04-28T19:56:04.429	Kp337		2024-04-28T19:56:04.430						Complete Genome				ASM3951905v1		GCA_039519055.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-06	PacBio Sequel	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5834445	1	5425570		3325730	57	734	4	4		4	1	5425570	4	5834445	5834445	99.02	81.9346	0.43	Klebsiella pneumoniae	species	573	v1.2.3	GCF_039519055.1													Kp337	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_039519055.1	99.74	GCA_000788015.1	89.52	type	Klebsiella pneumoniae	91.22	derived_species_match	category_na	OK	na	99.74	GCA_000788015.1	89.52	type	Klebsiella pneumoniae subsp. pneumoniae	91.22	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5564	178	5864	Best-placed reference protein set; GeneMarkS-2+	GCF_039519055.1-RS_2025_05_23	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-23		6.10		HGAP v. 4			PRJNA1105645	PRJNA1105645			Klebsiella pneumoniae strain:Kp337 Genome sequencing	SAMN41106960		sample_type	whole organism		PRJNA1105645						2021										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	Kp337				urine	2024-04-28T20:01:04.857		Microbe, viral or environmental		First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang	Microbe.1.0		2024-04-28T00:00:00.000						live	2024-04-28T19:56:04.429	Kp337		2024-04-28T19:56:04.430						Complete Genome				ASM3951905v1		GCA_039519055.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-06	PacBio Sequel	current	First Affiliated Hospital of Nanchang University, Nanchang University, Nanchang			haploid	5834445	1	5425570		3325730	57	734	4	4		4	1	5425570	4	5834445	5834445	99.02	81.9346	0.43	Klebsiella pneumoniae	species	573	v1.2.3	GCF_039519055.1													Kp337	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_039545765.1	99.72	GCA_000788015.1	88.66	type	Klebsiella pneumoniae	91.49	derived_species_match	category_na	OK	na	99.72	GCA_000788015.1	88.66	type	Klebsiella pneumoniae subsp. pneumoniae	91.49	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5665	165	5952	Best-placed reference protein set; GeneMarkS-2+	GCF_039545765.1-RS_2025_05_22	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-22		6.10		HGAP v. 4			PRJNA1104371	PRJNA1104371			Klebsiella pneumoniae strain:JXLV-KP54 Genome sequencing	SAMN41075592		strain	JXLV-KP54		PRJNA1104371						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXLV-KP54				sputum	2024-04-24T23:01:14.523		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:40:03.898	JXLV-KP54		2024-04-24T22:40:03.897						Complete Genome				ASM3954576v1		GCA_039545765.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-06	PacBio Sequel	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5908916	1	5475614		3366402	57	249	5	5		5	1	5475614	5	5908916	5908916	99.07	88.0407	0.43	Klebsiella pneumoniae	species	573	v1.2.3	GCF_039545765.1													JXLV-KP54	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_039545765.1	99.72	GCA_000788015.1	88.66	type	Klebsiella pneumoniae	91.49	derived_species_match	category_na	OK	na	99.72	GCA_000788015.1	88.66	type	Klebsiella pneumoniae subsp. pneumoniae	91.49	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5665	165	5952	Best-placed reference protein set; GeneMarkS-2+	GCF_039545765.1-RS_2025_05_22	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-22		6.10		HGAP v. 4			PRJNA1104371	PRJNA1104371			Klebsiella pneumoniae strain:JXLV-KP54 Genome sequencing	SAMN41075592		host	Homo sapiens		PRJNA1104371						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXLV-KP54				sputum	2024-04-24T23:01:14.523		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:40:03.898	JXLV-KP54		2024-04-24T22:40:03.897						Complete Genome				ASM3954576v1		GCA_039545765.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-06	PacBio Sequel	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5908916	1	5475614		3366402	57	249	5	5		5	1	5475614	5	5908916	5908916	99.07	88.0407	0.43	Klebsiella pneumoniae	species	573	v1.2.3	GCF_039545765.1													JXLV-KP54	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_039545765.1	99.72	GCA_000788015.1	88.66	type	Klebsiella pneumoniae	91.49	derived_species_match	category_na	OK	na	99.72	GCA_000788015.1	88.66	type	Klebsiella pneumoniae subsp. pneumoniae	91.49	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5665	165	5952	Best-placed reference protein set; GeneMarkS-2+	GCF_039545765.1-RS_2025_05_22	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-22		6.10		HGAP v. 4			PRJNA1104371	PRJNA1104371			Klebsiella pneumoniae strain:JXLV-KP54 Genome sequencing	SAMN41075592		isolation_source	sputum		PRJNA1104371						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXLV-KP54				sputum	2024-04-24T23:01:14.523		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:40:03.898	JXLV-KP54		2024-04-24T22:40:03.897						Complete Genome				ASM3954576v1		GCA_039545765.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-06	PacBio Sequel	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5908916	1	5475614		3366402	57	249	5	5		5	1	5475614	5	5908916	5908916	99.07	88.0407	0.43	Klebsiella pneumoniae	species	573	v1.2.3	GCF_039545765.1													JXLV-KP54	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_039545765.1	99.72	GCA_000788015.1	88.66	type	Klebsiella pneumoniae	91.49	derived_species_match	category_na	OK	na	99.72	GCA_000788015.1	88.66	type	Klebsiella pneumoniae subsp. pneumoniae	91.49	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5665	165	5952	Best-placed reference protein set; GeneMarkS-2+	GCF_039545765.1-RS_2025_05_22	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-22		6.10		HGAP v. 4			PRJNA1104371	PRJNA1104371			Klebsiella pneumoniae strain:JXLV-KP54 Genome sequencing	SAMN41075592		collection_date	2020		PRJNA1104371						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXLV-KP54				sputum	2024-04-24T23:01:14.523		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:40:03.898	JXLV-KP54		2024-04-24T22:40:03.897						Complete Genome				ASM3954576v1		GCA_039545765.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-06	PacBio Sequel	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5908916	1	5475614		3366402	57	249	5	5		5	1	5475614	5	5908916	5908916	99.07	88.0407	0.43	Klebsiella pneumoniae	species	573	v1.2.3	GCF_039545765.1													JXLV-KP54	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_039545765.1	99.72	GCA_000788015.1	88.66	type	Klebsiella pneumoniae	91.49	derived_species_match	category_na	OK	na	99.72	GCA_000788015.1	88.66	type	Klebsiella pneumoniae subsp. pneumoniae	91.49	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5665	165	5952	Best-placed reference protein set; GeneMarkS-2+	GCF_039545765.1-RS_2025_05_22	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-22		6.10		HGAP v. 4			PRJNA1104371	PRJNA1104371			Klebsiella pneumoniae strain:JXLV-KP54 Genome sequencing	SAMN41075592		geo_loc_name	China:Nanchang		PRJNA1104371						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXLV-KP54				sputum	2024-04-24T23:01:14.523		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:40:03.898	JXLV-KP54		2024-04-24T22:40:03.897						Complete Genome				ASM3954576v1		GCA_039545765.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-06	PacBio Sequel	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5908916	1	5475614		3366402	57	249	5	5		5	1	5475614	5	5908916	5908916	99.07	88.0407	0.43	Klebsiella pneumoniae	species	573	v1.2.3	GCF_039545765.1													JXLV-KP54	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_039545765.1	99.72	GCA_000788015.1	88.66	type	Klebsiella pneumoniae	91.49	derived_species_match	category_na	OK	na	99.72	GCA_000788015.1	88.66	type	Klebsiella pneumoniae subsp. pneumoniae	91.49	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5665	165	5952	Best-placed reference protein set; GeneMarkS-2+	GCF_039545765.1-RS_2025_05_22	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-22		6.10		HGAP v. 4			PRJNA1104371	PRJNA1104371			Klebsiella pneumoniae strain:JXLV-KP54 Genome sequencing	SAMN41075592		sample_type	whole organism		PRJNA1104371						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXLV-KP54				sputum	2024-04-24T23:01:14.523		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:40:03.898	JXLV-KP54		2024-04-24T22:40:03.897						Complete Genome				ASM3954576v1		GCA_039545765.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-06	PacBio Sequel	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5908916	1	5475614		3366402	57	249	5	5		5	1	5475614	5	5908916	5908916	99.07	88.0407	0.43	Klebsiella pneumoniae	species	573	v1.2.3	GCF_039545765.1													JXLV-KP54	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_039545785.1	99.71	GCA_000788015.1	88.18	type	Klebsiella pneumoniae	91.75	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.18	type	Klebsiella pneumoniae subsp. pneumoniae	91.75	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5720	167	6009	Best-placed reference protein set; GeneMarkS-2+	GCF_039545785.1-RS_2025_05_23	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-23		6.10		canu v. 1.8			PRJNA1104315	PRJNA1104315			Klebsiella pneumoniae strain:JXHV-KP2 Genome sequencing	SAMN41075352		strain	JXHV-KP2		PRJNA1104315						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXHV-KP2				urine	2024-04-24T23:01:02.950		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:00:05.979	JXHV-KP2		2024-04-24T22:00:05.980						Complete Genome				ASM3954578v1		GCA_039545785.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-06	PacBio Sequel2 hifi	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5958055	1	5473594		3390102	57	29	6	6		6	1	5473594	6	5958055	5958055	98.94	74.0085	0.43	Klebsiella pneumoniae	species	573	v1.2.3	GCF_039545785.1													JXHV-KP2	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_039545785.1	99.71	GCA_000788015.1	88.18	type	Klebsiella pneumoniae	91.75	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.18	type	Klebsiella pneumoniae subsp. pneumoniae	91.75	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5720	167	6009	Best-placed reference protein set; GeneMarkS-2+	GCF_039545785.1-RS_2025_05_23	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-23		6.10		canu v. 1.8			PRJNA1104315	PRJNA1104315			Klebsiella pneumoniae strain:JXHV-KP2 Genome sequencing	SAMN41075352		host	Homo sapiens		PRJNA1104315						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXHV-KP2				urine	2024-04-24T23:01:02.950		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:00:05.979	JXHV-KP2		2024-04-24T22:00:05.980						Complete Genome				ASM3954578v1		GCA_039545785.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-06	PacBio Sequel2 hifi	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5958055	1	5473594		3390102	57	29	6	6		6	1	5473594	6	5958055	5958055	98.94	74.0085	0.43	Klebsiella pneumoniae	species	573	v1.2.3	GCF_039545785.1													JXHV-KP2	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_039545785.1	99.71	GCA_000788015.1	88.18	type	Klebsiella pneumoniae	91.75	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.18	type	Klebsiella pneumoniae subsp. pneumoniae	91.75	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5720	167	6009	Best-placed reference protein set; GeneMarkS-2+	GCF_039545785.1-RS_2025_05_23	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-23		6.10		canu v. 1.8			PRJNA1104315	PRJNA1104315			Klebsiella pneumoniae strain:JXHV-KP2 Genome sequencing	SAMN41075352		isolation_source	urine		PRJNA1104315						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXHV-KP2				urine	2024-04-24T23:01:02.950		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:00:05.979	JXHV-KP2		2024-04-24T22:00:05.980						Complete Genome				ASM3954578v1		GCA_039545785.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-06	PacBio Sequel2 hifi	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5958055	1	5473594		3390102	57	29	6	6		6	1	5473594	6	5958055	5958055	98.94	74.0085	0.43	Klebsiella pneumoniae	species	573	v1.2.3	GCF_039545785.1													JXHV-KP2	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_039545785.1	99.71	GCA_000788015.1	88.18	type	Klebsiella pneumoniae	91.75	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.18	type	Klebsiella pneumoniae subsp. pneumoniae	91.75	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5720	167	6009	Best-placed reference protein set; GeneMarkS-2+	GCF_039545785.1-RS_2025_05_23	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-23		6.10		canu v. 1.8			PRJNA1104315	PRJNA1104315			Klebsiella pneumoniae strain:JXHV-KP2 Genome sequencing	SAMN41075352		collection_date	2020		PRJNA1104315						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXHV-KP2				urine	2024-04-24T23:01:02.950		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:00:05.979	JXHV-KP2		2024-04-24T22:00:05.980						Complete Genome				ASM3954578v1		GCA_039545785.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-06	PacBio Sequel2 hifi	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5958055	1	5473594		3390102	57	29	6	6		6	1	5473594	6	5958055	5958055	98.94	74.0085	0.43	Klebsiella pneumoniae	species	573	v1.2.3	GCF_039545785.1													JXHV-KP2	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_039545785.1	99.71	GCA_000788015.1	88.18	type	Klebsiella pneumoniae	91.75	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.18	type	Klebsiella pneumoniae subsp. pneumoniae	91.75	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5720	167	6009	Best-placed reference protein set; GeneMarkS-2+	GCF_039545785.1-RS_2025_05_23	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-23		6.10		canu v. 1.8			PRJNA1104315	PRJNA1104315			Klebsiella pneumoniae strain:JXHV-KP2 Genome sequencing	SAMN41075352		geo_loc_name	China:Nanchang		PRJNA1104315						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXHV-KP2				urine	2024-04-24T23:01:02.950		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:00:05.979	JXHV-KP2		2024-04-24T22:00:05.980						Complete Genome				ASM3954578v1		GCA_039545785.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-06	PacBio Sequel2 hifi	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5958055	1	5473594		3390102	57	29	6	6		6	1	5473594	6	5958055	5958055	98.94	74.0085	0.43	Klebsiella pneumoniae	species	573	v1.2.3	GCF_039545785.1													JXHV-KP2	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
GCF_039545785.1	99.71	GCA_000788015.1	88.18	type	Klebsiella pneumoniae	91.75	derived_species_match	category_na	OK	na	99.71	GCA_000788015.1	88.18	type	Klebsiella pneumoniae subsp. pneumoniae	91.75	Klebsiella pneumoniae	Klebsiella pneumoniae									122		5720	167	6009	Best-placed reference protein set; GeneMarkS-2+	GCF_039545785.1-RS_2025_05_23	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-05-23		6.10		canu v. 1.8			PRJNA1104315	PRJNA1104315			Klebsiella pneumoniae strain:JXHV-KP2 Genome sequencing	SAMN41075352		sample_type	whole organism		PRJNA1104315						2020										Klebsiella pneumoniae		573	Microbe sample from Klebsiella pneumoniae			China:Nanchang	Homo sapiens				Sample name	JXHV-KP2				urine	2024-04-24T23:01:02.950		Microbe, viral or environmental		The First Affiliated Hospital of Nanchang University,Nanchang University	Microbe.1.0		2024-04-24T00:00:00.000						live	2024-04-24T22:00:05.979	JXHV-KP2		2024-04-24T22:00:05.980						Complete Genome				ASM3954578v1		GCA_039545785.1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)				current		2024-05-06	PacBio Sequel2 hifi	current	The First Affiliated Hospital of Nanchang University,Nanchang University			haploid	5958055	1	5473594		3390102	57	29	6	6		6	1	5473594	6	5958055	5958055	98.94	74.0085	0.43	Klebsiella pneumoniae	species	573	v1.2.3	GCF_039545785.1													JXHV-KP2	Klebsiella pneumoniae		573	SOURCE_DATABASE_REFSEQ					
